site_id,gene_id,strand,region,start,end,additional_padding
bHLH_1:25711896-25712145,AT1G68530,-,terminator,2287,2537,0
bHLH_1:24939619-24939868,AT1G66852,-,promoter,0,213,667
bHLH_1:24939619-24939868,AT1G66855,-,promoter,1144,1232,536
bHLH_1:24939619-24939868,AT1G66855,-,terminator,1788,1950,536
bHLH_1:3924464-3924713,AT1G11660,+,terminator,1918,2168,0
bHLH_1:30351247-30351496,AT1G80750,+,terminator,2703,2953,0
bHLH_1:1355584-1355833,AT1G04820,-,terminator,2269,2519,0
bHLH_1:1355584-1355833,AT1G04810,+,terminator,2138,2388,0
bHLH_1:5853173-5853422,AT1G17130,+,promoter,81,331,0
bHLH_1:21534711-21534960,AT1G58160,+,terminator,2291,2541,283
bHLH_1:21534711-21534960,AT1G58170,+,promoter,0,67,0
bHLH_1:26442822-26443071,AT1G70210,+,terminator,1835,2085,0
bHLH_1:6061359-6061608,AT1G17615,+,terminator,2528,2778,0
bHLH_1:6061359-6061608,AT1G17620,+,promoter,465,715,0
bHLH_1:29110882-29111131,AT1G77470,-,terminator,2835,3020,0
bHLH_1:4743017-4743266,AT1G13860,-,terminator,1956,2206,0
bHLH_1:4743017-4743266,AT1G13850,+,promoter,923,1037,927
bHLH_1:4743017-4743266,AT1G13850,+,terminator,1984,2120,927
bHLH_1:4743017-4743266,AT1G13840,+,terminator,2966,3020,927
bHLH_1:20779102-20779351,AT1G55610,-,terminator,2160,2410,0
bHLH_1:5779193-5779442,AT1G16900,-,terminator,1584,1834,0
bHLH_1:5779193-5779442,AT1G16890,-,promoter,86,336,0
bHLH_1:9867997-9868246,AT1G28240,-,terminator,2029,2279,0
bHLH_1:662991-663240,AT1G02930,-,promoter,234,484,0
bHLH_1:662991-663240,AT1G02940,-,terminator,1741,1991,0
bHLH_1:4962206-4962455,AT1G14500,+,terminator,2426,2676,0
bHLH_1:8316594-8316843,AT1G23400,-,promoter,32,282,0
bHLH_1:8316594-8316843,AT1G23410,+,terminator,2877,3020,115
bHLH_1:8316594-8316843,AT1G23420,+,promoter,298,548,0
bHLH_1:20828029-20828278,AT1G55720,-,terminator,1858,2108,0
bHLH_1:11581474-11581723,AT1G32172,+,terminator,2947,3020,0
bHLH_1:10147517-10147766,AT1G29060,+,promoter,913,1163,0
bHLH_1:11902422-11902671,AT1G32850,+,promoter,794,1044,0
bHLH_1:11902422-11902671,AT1G06623,+,terminator,2922,3020,888
bHLH_1:18275860-18276109,AT1G49380,+,promoter,218,468,0
bHLH_1:8076400-8076649,AT1G22830,+,promoter,1405,1500,0
bHLH_1:10012805-10013054,AT1G28480,-,terminator,2398,2648,177
bHLH_1:10012805-10013054,AT1G28470,+,terminator,2567,2817,0
bHLH_1:10012805-10013054,AT1G06163,+,promoter,1169,1314,373
bHLH_1:10012805-10013054,AT1G06163,+,terminator,1707,1812,373
bHLH_1:18551171-18551420,AT1G50060,+,promoter,1051,1301,0
bHLH_1:6017123-6017372,AT1G17500,+,promoter,316,566,0
bHLH_1:22710963-22711212,AT1G61562,+,terminator,2861,3020,0
bHLH_1:24050331-24050580,AT1G64740,+,promoter,1326,1500,0
bHLH_1:3675540-3675789,AT1G11020,+,promoter,0,100,0
bHLH_1:3675540-3675789,AT1G11000,-,promoter,1343,1500,0
bHLH_1:3675540-3675789,AT1G11010,+,promoter,0,184,915
bHLH_1:11927732-11927981,AT1G32920,+,promoter,0,226,0
bHLH_1:11927732-11927981,AT1G32910,+,terminator,2450,2700,0
bHLH_1:11927732-11927981,AT1G06633,+,promoter,834,1084,638
bHLH_1:11927732-11927981,AT1G06627,-,promoter,1234,1248,505
bHLH_1:11927732-11927981,AT1G06627,-,terminator,1773,2009,505
bHLH_1:59787-60036,AT1G01120,-,promoter,178,428,0
bHLH_1:9952803-9953052,AT1G28360,+,terminator,1718,1968,0
bHLH_1:24267850-24268099,AT1G65330,-,promoter,236,486,0
bHLH_1:24267850-24268099,AT1G65340,-,terminator,2054,2304,0
bHLH_1:25280574-25280823,AT1G67490,-,terminator,1605,1855,0
bHLH_1:9999806-10000055,AT1G28440,+,terminator,1520,1621,0
bHLH_1:28218433-28218682,AT1G75190,+,promoter,209,459,0
bHLH_1:28218433-28218682,AT1G75180,-,promoter,1118,1368,0
bHLH_1:5304205-5304454,AT1G15420,-,promoter,67,317,0
bHLH_1:5304205-5304454,AT1G15430,+,promoter,1108,1358,0
bHLH_1:29756764-29757013,AT1G79103,+,terminator,2796,3020,0
bHLH_1:9150619-9150868,AT1G26460,+,promoter,0,242,0
bHLH_1:9150619-9150868,AT1G26450,-,promoter,381,631,0
bHLH_1:29675855-29676104,AT1G78922,-,terminator,2669,2919,0
bHLH_1:4504646-4504895,AT1G13195,-,promoter,0,30,0
bHLH_1:7740862-7741111,AT1G21990,-,terminator,1520,1687,0
bHLH_1:7740862-7741111,AT1G05693,-,promoter,0,150,683
bHLH_1:7740862-7741111,AT1G05697,+,terminator,2947,3020,801
bHLH_1:28944446-28944695,AT1G77010,+,terminator,1639,1889,0
bHLH_1:28944446-28944695,AT1G77020,-,terminator,2166,2416,0
bHLH_1:29867456-29867705,AT1G79410,-,terminator,2167,2417,0
bHLH_1:29867456-29867705,AT1G79400,+,terminator,1636,1886,0
bHLH_1:12811663-12811912,AT1G35040,+,promoter,507,757,587
bHLH_1:12811663-12811912,AT1G35035,-,promoter,395,645,721
bHLH_1:21923716-21923965,AT1G59660,+,promoter,731,981,0
bHLH_1:21923716-21923965,AT1G59650,+,terminator,2723,2973,0
bHLH_1:24256868-24257117,AT1G65310,+,promoter,815,1065,0
bHLH_1:908099-908348,AT1G03620,-,promoter,294,544,0
bHLH_1:5500682-5500931,AT1G16022,-,terminator,2404,2654,460
bHLH_1:5500682-5500931,AT1G16025,+,promoter,178,428,545
bHLH_1:5500682-5500931,AT1G16020,+,terminator,1520,1594,0
bHLH_1:28223727-28223976,AT1G75210,+,promoter,892,1142,0
bHLH_1:28223727-28223976,AT1G75200,-,promoter,808,1058,0
bHLH_1:25571611-25571860,AT1G68230,+,promoter,493,743,0
bHLH_1:25571611-25571860,AT1G68220,+,terminator,1898,2148,0
bHLH_1:5515478-5515727,AT1G16090,+,promoter,220,470,0
bHLH_1:5515478-5515727,AT1G16080,+,terminator,1520,1721,0
bHLH_1:8843934-8844183,AT1G25240,+,promoter,0,43,0
bHLH_1:8843934-8844183,AT1G05937,+,promoter,1161,1297,407
bHLH_1:8843934-8844183,AT1G05937,+,terminator,1724,1838,407
bHLH_1:11163834-11164083,AT1G31230,-,promoter,190,440,0
bHLH_1:11163834-11164083,AT1G31243,+,promoter,196,446,616
bHLH_1:11163834-11164083,AT1G31240,-,terminator,1793,2043,0
bHLH_1:27922575-27922824,AT1G74250,+,terminator,1873,2123,0
bHLH_1:27922575-27922824,AT1G74260,-,terminator,1919,2169,0
bHLH_1:16799821-16800070,AT1G44170,-,promoter,1250,1500,0
bHLH_1:4953460-4953709,AT1G14460,-,promoter,574,824,0
bHLH_1:4953460-4953709,AT1G14470,+,promoter,424,674,0
bHLH_1:4953460-4953709,AT1G05093,+,terminator,1958,2208,494
bHLH_1:4344663-4344912,AT1G12750,-,terminator,2049,2299,0
bHLH_1:4344663-4344912,AT1G12740,+,terminator,1808,2058,0
bHLH_1:15684957-15685206,AT1G41920,-,promoter,280,530,0
bHLH_1:1842443-1842692,AT1G06080,+,promoter,0,231,0
bHLH_1:19911168-19911417,AT1G53370,+,terminator,1542,1792,0
bHLH_1:12940159-12940408,AT1G06853,-,promoter,0,195,716
bHLH_1:23580328-23580577,AT1G63590,+,terminator,1646,1896,193
bHLH_1:29187909-29188158,AT1G77660,-,promoter,773,1023,0
bHLH_1:29187909-29188158,AT1G77670,-,terminator,2703,2953,0
bHLH_1:20169565-20169814,AT1G54030,+,terminator,1901,2151,0
bHLH_1:20169565-20169814,AT1G54040,-,terminator,2919,3020,0
bHLH_1:28326842-28327091,AT1G75460,+,promoter,145,395,0
bHLH_1:10691727-10691976,AT1G30330,-,promoter,11,261,0
bHLH_1:7309760-7310009,AT1G20960,-,promoter,1261,1500,0
bHLH_1:20551827-20552076,AT1G55070,+,promoter,1376,1500,0
bHLH_1:20551827-20552076,AT1G55080,-,terminator,2847,3020,0
bHLH_1:9069383-9069632,AT1G05987,+,promoter,614,864,586
bHLH_1:24212066-24212315,AT1G65170,+,terminator,2970,3020,0
bHLH_1:24212066-24212315,AT1G65180,-,terminator,1520,1631,0
bHLH_1:20464864-20465113,AT1G54890,+,terminator,2187,2437,0
bHLH_1:391938-392187,AT1G02110,+,promoter,108,358,0
bHLH_1:23441618-23441867,AT1G63206,+,terminator,2707,2957,0
bHLH_1:20830560-20830809,AT1G55730,-,terminator,2240,2490,0
bHLH_1:20830560-20830809,AT1G55720,-,promoter,830,1080,0
bHLH_1:30260711-30260960,AT1G80490,-,terminator,1876,2126,0
bHLH_1:30260711-30260960,AT1G80480,-,promoter,771,1021,0
bHLH_1:27400606-27400855,AT1G72810,-,promoter,618,868,0
bHLH_1:3770279-3770528,AT1G11250,+,terminator,2197,2447,0
bHLH_1:3770279-3770528,AT1G11240,-,promoter,270,520,0
bHLH_1:362801-363050,AT1G02060,-,promoter,1091,1341,0
bHLH_1:2754544-2754793,AT1G08650,+,terminator,2755,3005,0
bHLH_1:29800072-29800321,AT1G79220,+,terminator,1521,1771,0
bHLH_1:29800072-29800321,AT1G79230,+,promoter,510,760,0
bHLH_1:30227134-30227383,AT1G80410,-,terminator,2120,2370,0
bHLH_1:30227134-30227383,AT1G80400,+,terminator,1579,1829,0
bHLH_1:30227134-30227383,AT1G09963,+,promoter,130,380,557
bHLH_1:3891023-3891272,AT1G11580,+,terminator,2219,2469,0
bHLH_1:3891023-3891272,AT1G04857,-,terminator,2516,2766,797
bHLH_1:8663418-8663667,AT1G24440,+,terminator,1520,1681,0
bHLH_1:8663418-8663667,AT1G24450,+,promoter,322,572,0
bHLH_1:19789205-19789454,AT1G53110,+,promoter,64,314,0
bHLH_1:19789205-19789454,AT1G53100,-,promoter,695,945,0
bHLH_1:19912710-19912959,AT1G53380,-,terminator,2049,2299,0
bHLH_1:17499705-17499954,AT1G07397,+,terminator,2569,2819,752
bHLH_1:17499705-17499954,AT1G07407,-,promoter,341,591,726
