condition,id,GC,length,n_experiments,min_bc,min_ci,min_co,enrichment
Dark,bHLH_1:14201951-14202200_reference_binding_2861,0.517647,170,2,7,453,147,-1.5223848019533774
Dark,bHLH_1:14214501-14214750_binding_456,0.447059,170,2,2,74,18,-1.9046397332982443
Dark,bHLH_1:14214501-14214750_non_binding_826,0.441176,170,2,1,88,19,-2.268550387853982
Dark,bHLH_1:14214501-14214750_reference_binding_2312,0.447059,170,2,4,129,43,-1.5279911791407907
Dark,bHLH_1:14328704-14328953_non_binding_1570,0.405882,170,2,21,820,440,-0.7280832327740764
Dark,bHLH_1:14328704-14328953_reference_binding_2831,0.411765,170,2,25,877,698,-0.3047626817994592
Dark,bHLH_1:14353224-14353473_binding_233,0.435294,170,2,8,351,691,0.9919421551049807
Dark,bHLH_1:14353224-14353473_non_binding_619,0.447059,170,2,13,509,784,0.6584187082349525
Dark,bHLH_1:14353224-14353473_reference_binding_2188,0.447059,170,2,9,294,584,0.9153374699472288
Dark,bHLH_1:14366723-14366972_binding_1469,0.552941,170,2,15,818,352,-1.2111693992390362
Dark,bHLH_1:14366723-14366972_binding_16,0.529412,170,2,9,363,270,-0.6330539518782428
Dark,bHLH_1:14366723-14366972_binding_171,0.523529,170,2,6,374,251,-0.7016877785583525
Dark,bHLH_1:14366723-14366972_reference_binding_2016,0.558824,170,2,17,1106,856,-0.35391137710293463
Dark,bHLH_1:1436864-1437113_binding_79,0.523529,170,2,10,595,274,-0.8954839182825302
Dark,bHLH_1:1436864-1437113_reference_binding_2075,0.529412,170,2,16,846,530,-0.7124220669821079
Dark,bHLH_1:14377003-14377252_binding_189,0.423529,170,2,10,469,242,-0.7838960518044054
Dark,bHLH_1:14377003-14377252_reference_binding_2157,0.405882,170,2,9,273,120,-1.0801659537077026
Dark,bHLH_1:14398877-14399126_non_binding_580,0.447059,170,2,9,306,509,0.7577339120773628
Dark,bHLH_1:14398877-14399126_non_binding_995,0.441176,170,2,12,515,887,0.9025879169571922
Dark,bHLH_1:14405325-14405574_non_binding_617,0.394118,170,2,7,303,2005,2.6723221160953026
Dark,bHLH_1:14405325-14405574_reference_binding_2438,0.4,170,2,11,385,3052,2.8309636627665045
Dark,bHLH_1:14412376-14412625_binding_178,0.535294,170,2,9,355,197,-0.6631795471866977
Dark,bHLH_1:14412376-14412625_binding_361,0.558824,170,2,12,425,252,-0.9201687031064121
Dark,bHLH_1:14422656-14422905_binding_1005,0.4,170,2,7,288,88,-1.2321514706729222
Dark,bHLH_1:14422656-14422905_binding_429,0.417647,170,2,4,110,121,0.3781240665832181
Dark,bHLH_1:14434941-14435190_non_binding_1876,0.464706,170,2,2,67,21,-1.3453078660268178
Dark,bHLH_1:14434941-14435190_non_binding_1895,0.452941,170,2,1,43,24,-0.041606386995169164
Dark,bHLH_1:14434941-14435190_non_binding_1931,0.476471,170,2,3,79,58,-0.5378102971574533
Dark,bHLH_1:14434941-14435190_reference_binding_2961,0.464706,170,2,2,116,61,-1.0093172876521814
Dark,bHLH_1:14477153-14477402_binding_1022,0.541176,170,2,9,464,279,-0.3895241366834846
Dark,bHLH_1:14477153-14477402_binding_1393,0.541176,170,2,11,423,257,-0.4453694249536341
Dark,bHLH_1:14477153-14477402_reference_binding_2692,0.547059,170,2,15,794,693,-0.2038500729469388
Dark,bHLH_1:14480183-14480432_binding_1384,0.4,170,2,6,163,74,-1.0882193686781734
Dark,bHLH_1:14480183-14480432_binding_228,0.417647,170,2,5,260,109,-0.9995437467852326
Dark,bHLH_1:14480183-14480432_reference_binding_2184,0.4,170,2,13,556,268,-1.0760790034161656
Dark,bHLH_1:14495363-14495612_binding_1006,0.511765,170,2,5,259,86,-1.5304495722262792
Dark,bHLH_1:14495363-14495612_non_binding_1874,0.505882,170,2,7,606,179,-1.7388393400154494
Dark,bHLH_1:14495363-14495612_reference_binding_2684,0.511765,170,2,10,468,119,-1.9861765837067695
Dark,bHLH_1:14539107-14539356_non_binding_611,0.447059,170,2,17,581,1502,1.4552054339651979
Dark,bHLH_1:14539107-14539356_non_binding_909,0.452941,170,2,8,198,417,0.9872808768450926
Dark,bHLH_1:14539107-14539356_reference_binding_2432,0.452941,170,2,14,466,1427,1.6167738529763276
Dark,bHLH_1:14539994-14540243_non_binding_534,0.447059,170,2,3,143,99,-0.5700284152870821
Dark,bHLH_1:14539994-14540243_reference_binding_2367,0.452941,170,2,5,310,185,-0.927348156762015
Dark,bHLH_1:14541032-14541281_binding_218,0.494118,170,2,9,538,164,-1.5685686781407346
Dark,bHLH_1:14541032-14541281_binding_78,0.5,170,2,9,375,111,-1.9306753473970635
Dark,bHLH_1:14541032-14541281_reference_binding_2074,0.494118,170,2,9,421,139,-1.5624264419210607
Dark,bHLH_1:14595327-14595576_binding_57,0.358824,170,2,17,715,1025,0.48612504082682695
Dark,bHLH_1:14595327-14595576_reference_binding_2053,0.341176,170,2,11,384,698,0.8367200727256917
Dark,bHLH_1:14603209-14603458_binding_252,0.405882,170,1,1,9,14,0.7283572743396896
Dark,bHLH_1:14608377-14608626_non_binding_576,0.423529,170,2,7,249,121,-0.8391169549462021
Dark,bHLH_1:14608377-14608626_reference_binding_2401,0.429412,170,2,8,360,175,-0.973409914754534
Dark,bHLH_1:14686205-14686454_non_binding_1569,0.335294,170,2,13,398,1014,1.4776518515026227
Dark,bHLH_1:14686205-14686454_non_binding_1685,0.335294,170,2,12,405,935,1.0996039915610851
Dark,bHLH_1:14686205-14686454_non_binding_655,0.341176,170,2,16,453,913,1.1571379097534749
Dark,bHLH_1:14686205-14686454_reference_binding_2466,0.341176,170,2,20,661,2319,1.7210333251615881
Dark,bHLH_1:1479453-1479702_binding_1252,0.329412,170,2,11,428,681,0.5764910786918065
Dark,bHLH_1:1479453-1479702_binding_262,0.358824,170,2,21,974,1649,0.7680167469131917
Dark,bHLH_1:1479453-1479702_binding_267,0.352941,170,2,7,166,259,0.7468401793433769
Dark,bHLH_1:1479453-1479702_reference_binding_2205,0.329412,170,2,18,808,1454,0.7470214132584014
Dark,bHLH_1:14811615-14811864_binding_0,0.494118,170,2,6,284,84,-1.7015897547046492
Dark,bHLH_1:14811615-14811864_binding_433,0.482353,170,2,9,424,210,-0.9386810566051396
Dark,bHLH_1:14811615-14811864_reference_binding_2000,0.470588,170,2,15,748,332,-1.2231834444996568
Dark,bHLH_1:1481433-1481682_binding_1085,0.311765,170,2,11,505,646,0.3102434871022426
Dark,bHLH_1:1481433-1481682_binding_1499,0.323529,170,2,8,329,382,0.33956147105305606
Dark,bHLH_1:1481433-1481682_reference_binding_2714,0.317647,170,2,6,276,445,0.78113515868657
Dark,bHLH_1:14902531-14902780_binding_1238,0.470588,170,2,2,111,29,-1.792317120901382
Dark,bHLH_1:14902531-14902780_binding_294,0.488235,170,2,2,202,51,-1.7834170228546404
Dark,bHLH_1:14902531-14902780_binding_343,0.476471,170,2,2,114,27,-1.9816012352827128
Dark,bHLH_1:14902531-14902780_reference_binding_2222,0.470588,170,2,3,110,45,-1.4265468800301369
Dark,bHLH_1:1495886-1496135_binding_307,0.376471,170,2,8,466,244,-0.7257883884205213
Dark,bHLH_1:1495886-1496135_binding_55,0.382353,170,2,17,684,672,-0.07996530106977756
Dark,bHLH_1:1495886-1496135_non_binding_1867,0.364706,170,2,1,44,30,-0.1944063708807905
Dark,bHLH_1:1495886-1496135_reference_binding_2051,0.370588,170,2,11,433,304,-0.4838561285218719
Dark,bHLH_1:149982-150231_binding_381,0.435294,170,2,27,1577,684,-1.1711847203399852
Dark,bHLH_1:149982-150231_reference_binding_2270,0.411765,170,2,25,1056,509,-1.084532024030287
Dark,bHLH_1:1506529-1506778_binding_416,0.464706,170,2,9,428,166,-1.4000693446323857
Dark,bHLH_1:1506529-1506778_reference_binding_2290,0.464706,170,2,10,493,204,-1.4231982755878385
Dark,bHLH_1:1514382-1514631_binding_1031,0.358824,170,2,9,308,145,-0.8229754653936067
Dark,bHLH_1:1514382-1514631_non_binding_716,0.358824,170,2,10,419,203,-1.0252201903002534
Dark,bHLH_1:1514382-1514631_reference_binding_2517,0.364706,170,2,9,284,166,-0.9417370709867099
Dark,bHLH_1:15303356-15303605_binding_64,0.452941,170,2,12,592,404,-0.6476352103126997
Dark,bHLH_1:15303356-15303605_reference_binding_2060,0.470588,170,2,3,189,138,-0.5292005966471229
Dark,bHLH_1:15386355-15386604_binding_1316,0.5,170,2,9,378,483,0.2568353761620785
Dark,bHLH_1:15386355-15386604_binding_1353,0.494118,170,2,6,249,380,0.527573494230781
Dark,bHLH_1:15386355-15386604_binding_1493,0.494118,170,2,9,291,347,0.13659141935231744
Dark,bHLH_1:15386355-15386604_reference_binding_2774,0.511765,170,2,7,403,578,0.4040822472266138
Dark,bHLH_1:15401438-15401687_binding_271,0.441176,170,2,11,638,435,-0.6119989598460254
Dark,bHLH_1:15419900-15420149_non_binding_734,0.505882,170,2,1,28,25,-0.15732189418454684
Dark,bHLH_1:15419900-15420149_reference_binding_2528,0.505882,170,2,1,17,14,-0.27664581841357205
Dark,bHLH_1:15454781-15455030_binding_1071,0.470588,170,2,8,329,284,0.10220149788545868
Dark,bHLH_1:15454781-15455030_binding_1245,0.470588,170,2,13,807,845,0.1383464562565444
Dark,bHLH_1:15454781-15455030_binding_198,0.447059,170,2,10,478,573,0.2913828337482939
Dark,bHLH_1:15454781-15455030_binding_395,0.447059,170,2,16,597,758,0.4327364287073502
Dark,bHLH_1:15454781-15455030_binding_487,0.447059,170,2,11,367,408,0.2322229367822541
Dark,bHLH_1:15454781-15455030_reference_binding_2164,0.464706,170,2,11,365,528,0.6992202752891461
Dark,bHLH_1:15502243-15502492_non_binding_743,0.482353,170,2,8,425,104,-1.9220115054036016
Dark,bHLH_1:15502243-15502492_reference_binding_2535,0.488235,170,2,7,313,80,-2.0109429262963854
Dark,bHLH_1:15509049-15509298_non_binding_599,0.523529,170,2,4,109,51,-1.0607405492632533
Dark,bHLH_1:15509049-15509298_reference_binding_2421,0.523529,170,2,4,198,61,-1.3336844793451506
Dark,bHLH_1:15517971-15518220_non_binding_1624,0.388235,170,2,5,126,68,-0.2934520253892324
Dark,bHLH_1:15517971-15518220_non_binding_1635,0.382353,170,2,1,8,9,-0.10944387015963425
Dark,bHLH_1:15517971-15518220_non_binding_887,0.388235,170,2,10,379,223,-0.8039843514251804
Dark,bHLH_1:15517971-15518220_reference_binding_2631,0.388235,170,2,2,58,34,-0.5360457975924843
Dark,bHLH_1:15519814-15520063_non_binding_1602,0.435294,170,2,6,170,123,-0.6158285535801472
Dark,bHLH_1:15519814-15520063_reference_binding_2846,0.429412,170,2,12,550,285,-0.8992186469039803
Dark,bHLH_1:15523209-15523458_binding_370,0.441176,170,2,10,402,386,0.053924202479345276
Dark,bHLH_1:15523209-15523458_reference_binding_2264,0.464706,170,2,8,536,450,-0.21937719744813125
Dark,bHLH_1:15549845-15550094_binding_466,0.535294,170,2,3,44,118,1.4569855421824187
Dark,bHLH_1:15549845-15550094_reference_binding_2317,0.576471,170,2,4,93,315,1.858285058200579
Dark,bHLH_1:15553218-15553467_binding_28,0.447059,170,2,18,568,1263,1.1145786221498644
Dark,bHLH_1:15553218-15553467_binding_292,0.458824,170,2,9,513,1118,1.0822703687684554
Dark,bHLH_1:15553218-15553467_reference_binding_2028,0.447059,170,2,15,471,1001,0.9107309805751651
Dark,bHLH_1:15553919-15554168_non_binding_899,0.482353,170,2,21,902,359,-1.3784287094352838
Dark,bHLH_1:15553919-15554168_reference_binding_2639,0.482353,170,2,18,997,420,-1.137715204771617
Dark,bHLH_1:15558738-15558987_binding_1002,0.435294,170,2,10,438,340,-0.354633025182568
Dark,bHLH_1:15558738-15558987_binding_1097,0.435294,170,2,5,409,269,-0.6103521003039389
Dark,bHLH_1:15558738-15558987_binding_1229,0.441176,170,2,5,210,210,0.16517544456158473
Dark,bHLH_1:15558738-15558987_binding_1441,0.429412,170,2,8,249,228,-0.1284249693419479
Dark,bHLH_1:15558738-15558987_reference_binding_2682,0.441176,170,2,6,332,218,-0.34427510764729474
Dark,bHLH_1:15604697-15604946_non_binding_930,0.435294,170,2,13,463,708,0.5620448295709356
Dark,bHLH_1:15604697-15604946_reference_binding_2659,0.441176,170,2,17,742,1208,0.7019550798656221
Dark,bHLH_1:1564372-1564621_binding_195,0.376471,170,2,6,233,352,0.7567925283428574
Dark,bHLH_1:1564372-1564621_reference_binding_2161,0.352941,170,2,6,330,254,-0.4255985111884938
Dark,bHLH_1:15659438-15659687_binding_187,0.358824,170,2,6,283,70,-1.674742953889519
Dark,bHLH_1:15659438-15659687_binding_27,0.358824,170,2,7,436,112,-1.9276689120849464
Dark,bHLH_1:15659438-15659687_binding_389,0.370588,170,2,5,361,82,-2.1974086997059965
Dark,bHLH_1:15659438-15659687_binding_82,0.358824,170,2,5,310,79,-1.7461945751849879
Dark,bHLH_1:15659438-15659687_reference_binding_2027,0.358824,170,2,4,169,68,-1.4679019687750379
Dark,bHLH_1:15668743-15668992_non_binding_1540,0.482353,170,2,9,533,249,-1.1813806342546518
Dark,bHLH_1:15668743-15668992_non_binding_1671,0.482353,170,2,7,442,207,-1.123154763215291
Dark,bHLH_1:15668743-15668992_reference_binding_2814,0.488235,170,2,9,453,181,-1.251750576558663
Dark,bHLH_1:15684957-15685206_non_binding_1808,0.352941,170,2,2,76,180,1.1043123569019526
Dark,bHLH_1:15684957-15685206_non_binding_1909,0.364706,170,2,5,257,496,0.8536943405140127
Dark,bHLH_1:15684957-15685206_non_binding_1914,0.370588,170,2,4,81,140,0.9346325345486961
Dark,bHLH_1:15684957-15685206_reference_binding_2936,0.364706,170,2,3,189,310,0.7339062906493159
Dark,bHLH_1:1575851-1576100_non_binding_536,0.364706,170,2,10,369,359,-0.08075820365512845
Dark,bHLH_1:1575851-1576100_reference_binding_2369,0.358824,170,2,14,414,378,-0.061971205160586434
Dark,bHLH_1:1580960-1581209_binding_1027,0.335294,170,2,21,897,903,-0.03884273070160446
Dark,bHLH_1:1580960-1581209_binding_1043,0.341176,170,2,24,957,877,-0.1713249899894569
Dark,bHLH_1:1580960-1581209_binding_1163,0.341176,170,2,19,691,528,-0.3451342807972613
Dark,bHLH_1:1580960-1581209_reference_binding_2695,0.335294,170,2,13,434,309,-0.36780753497887214
Dark,bHLH_1:158608-158857_binding_1351,0.323529,170,2,4,144,78,-0.4831089456523275
Dark,bHLH_1:158608-158857_reference_binding_2781,0.323529,170,2,1,54,83,0.6378666533901645
Dark,bHLH_1:15864591-15864840_non_binding_1987,0.388235,170,2,2,86,32,-0.9842851040246077
Dark,bHLH_1:15869990-15870239_non_binding_798,0.364706,170,2,3,33,48,-0.0043853319194703255
Dark,bHLH_1:15869990-15870239_reference_binding_2575,0.376471,170,2,3,81,28,-1.407616552587339
Dark,bHLH_1:15888275-15888524_non_binding_1797,0.370588,170,2,3,92,132,0.7623238347464554
Dark,bHLH_1:15888275-15888524_reference_binding_2929,0.382353,170,2,11,532,664,0.18993750664299808
Dark,bHLH_1:15895532-15895781_binding_1179,0.417647,170,2,8,251,262,-0.1073335309619953
Dark,bHLH_1:15895532-15895781_binding_1232,0.411765,170,2,16,814,1183,0.595286076532759
Dark,bHLH_1:15895532-15895781_binding_1258,0.417647,170,2,4,162,131,-0.24830128430367954
Dark,bHLH_1:15895532-15895781_binding_1392,0.417647,170,2,8,525,383,-0.3567535830428735
Dark,bHLH_1:15895532-15895781_binding_73,0.417647,170,2,9,374,166,-1.0328440514049957
Dark,bHLH_1:15895532-15895781_reference_binding_2069,0.417647,170,2,15,707,554,-0.40652889344497245
Dark,bHLH_1:15912465-15912714_binding_52,0.394118,170,2,6,138,125,-0.3931284445483494
Dark,bHLH_1:15912465-15912714_reference_binding_2048,0.4,170,2,5,170,152,-0.25267420267487706
Dark,bHLH_1:15957531-15957780_binding_1235,0.435294,170,2,7,268,154,-0.746179088612302
Dark,bHLH_1:15957531-15957780_binding_1400,0.429412,170,2,11,636,231,-1.3307120096694258
Dark,bHLH_1:15957531-15957780_non_binding_998,0.429412,170,2,12,467,173,-1.3577291066600128
Dark,bHLH_1:15957531-15957780_reference_binding_2680,0.435294,170,2,10,586,263,-1.0796513998516843
Dark,bHLH_1:15967426-15967675_non_binding_737,0.311765,170,2,10,374,250,-0.5402273033288777
Dark,bHLH_1:15967426-15967675_reference_binding_2529,0.311765,170,2,12,180,159,-0.0699804353432125
Dark,bHLH_1:15968889-15969138_non_binding_516,0.352941,170,2,6,132,101,-0.2702650623656082
Dark,bHLH_1:15968889-15969138_non_binding_551,0.352941,170,2,2,58,46,-0.13053259723680208
Dark,bHLH_1:15968889-15969138_non_binding_807,0.347059,170,2,6,118,128,0.19404478818006057
Dark,bHLH_1:15976292-15976541_binding_202,0.464706,170,2,14,633,951,0.5244681593213005
Dark,bHLH_1:15976292-15976541_non_binding_1610,0.488235,170,2,11,472,383,-0.45700099441476894
Dark,bHLH_1:15976292-15976541_reference_binding_2168,0.482353,170,2,18,877,745,-0.20408016691473316
Dark,bHLH_1:15989251-15989500_non_binding_1661,0.382353,170,2,7,235,442,0.9019274531635916
Dark,bHLH_1:15989251-15989500_non_binding_587,0.382353,170,2,9,218,368,0.527396505853067
Dark,bHLH_1:15989251-15989500_reference_binding_2410,0.388235,170,2,9,238,514,1.1031552736884045
Dark,bHLH_1:16001152-16001401_binding_1039,0.394118,170,1,1,10,15,0.6758898544455538
Dark,bHLH_1:16001152-16001401_non_binding_1597,0.4,170,2,2,76,23,-1.627891347295477
Dark,bHLH_1:16001152-16001401_non_binding_828,0.388235,170,2,2,102,22,-2.0427238891868233
Dark,bHLH_1:16001152-16001401_non_binding_958,0.382353,170,2,5,95,50,-1.1227030764756387
Dark,bHLH_1:16001152-16001401_reference_binding_2591,0.394118,170,2,1,5,5,-0.43242043546478653
Dark,bHLH_1:16007793-16008042_binding_337,0.405882,170,2,13,595,354,-0.6341502568020121
Dark,bHLH_1:16007793-16008042_reference_binding_2244,0.429412,170,2,7,333,151,-0.9811601989237092
Dark,bHLH_1:16025585-16025834_binding_121,0.441176,170,2,4,302,193,-0.6315220190886863
Dark,bHLH_1:16025585-16025834_reference_binding_2109,0.464706,170,2,4,211,126,-0.7508293503921254
Dark,bHLH_1:16033782-16034031_non_binding_1692,0.370588,170,2,10,441,240,-1.0132767772660651
Dark,bHLH_1:16033782-16034031_non_binding_1798,0.388235,170,2,4,195,147,-0.5862613579815357
Dark,bHLH_1:16033782-16034031_reference_binding_2886,0.370588,170,2,12,506,352,-0.6609537075998396
Dark,bHLH_1:16074582-16074831_binding_1291,0.370588,170,2,13,427,437,0.19095557113090614
Dark,bHLH_1:16074582-16074831_binding_1420,0.382353,170,2,10,449,296,-0.39974926264971045
Dark,bHLH_1:16074582-16074831_reference_binding_2766,0.388235,170,2,8,275,232,-0.16303127073963286
Dark,bHLH_1:16120974-16121223_binding_1134,0.417647,170,2,14,700,459,-0.617795210108854
Dark,bHLH_1:16120974-16121223_binding_1253,0.411765,170,2,11,544,338,-0.6619755276434394
Dark,bHLH_1:16120974-16121223_binding_1336,0.411765,170,2,14,525,506,-0.1552048345611958
Dark,bHLH_1:16120974-16121223_binding_1480,0.429412,170,2,8,303,241,-0.40084723754154683
Dark,bHLH_1:16120974-16121223_reference_binding_2729,0.411765,170,2,5,183,182,-0.2718112363616765
Dark,bHLH_1:16148095-16148344_non_binding_750,0.523529,170,2,7,245,711,1.3015687417639075
Dark,bHLH_1:16148095-16148344_reference_binding_2540,0.523529,170,2,6,247,856,1.7351646452074156
Dark,bHLH_1:16210431-16210680_non_binding_951,0.429412,170,2,9,334,481,0.6936771512713783
Dark,bHLH_1:16210431-16210680_reference_binding_2668,0.435294,170,2,14,699,938,0.40235907075790533
Dark,bHLH_1:16283838-16284087_non_binding_1507,0.423529,170,2,17,846,784,-0.0021015355846241146
Dark,bHLH_1:16283838-16284087_reference_binding_2798,0.429412,170,2,14,520,681,0.2864522060846841
Dark,bHLH_1:16374806-16375055_non_binding_1834,0.352941,170,2,10,210,305,0.45047715874038263
Dark,bHLH_1:16374806-16375055_non_binding_812,0.376471,170,2,16,472,894,0.8436852783677096
Dark,bHLH_1:16374806-16375055_reference_binding_2583,0.382353,170,2,14,581,1469,1.4198014004220072
Dark,bHLH_1:16377253-16377502_binding_338,0.423529,170,2,11,305,1528,2.309074502357183
Dark,bHLH_1:16377253-16377502_binding_372,0.429412,170,2,5,198,464,1.312669490513135
Dark,bHLH_1:16377253-16377502_reference_binding_2245,0.423529,170,2,12,292,1749,2.569782725888206
Dark,bHLH_1:1637855-1638104_binding_1149,0.394118,170,1,2,25,35,0.5763541808946395
Dark,bHLH_1:1637855-1638104_binding_467,0.370588,170,2,1,9,8,-0.22490168582536466
Dark,bHLH_1:1637855-1638104_reference_binding_2318,0.388235,170,1,3,33,40,0.3684613292533069
Dark,bHLH_1:16413356-16413605_non_binding_635,0.335294,170,2,7,137,702,2.1565225078143797
Dark,bHLH_1:16413356-16413605_reference_binding_2452,0.341176,170,2,7,141,385,1.3658303643144847
Dark,bHLH_1:16430845-16431094_non_binding_1638,0.388235,170,2,4,64,171,1.2229313931477677
Dark,bHLH_1:16430845-16431094_non_binding_1667,0.382353,170,2,6,154,276,0.8396999835685748
Dark,bHLH_1:16430845-16431094_non_binding_1733,0.382353,170,2,13,295,506,0.8556678556454309
Dark,bHLH_1:16430845-16431094_non_binding_640,0.382353,170,2,12,352,426,0.2962174822009276
Dark,bHLH_1:16430845-16431094_reference_binding_2455,0.388235,170,2,9,175,447,1.3240099756455534
Dark,bHLH_1:16433419-16433668_non_binding_766,0.447059,170,2,6,238,429,0.923939304316002
Dark,bHLH_1:16433419-16433668_reference_binding_2552,0.452941,170,2,7,187,357,1.0703010488929992
Dark,bHLH_1:16515456-16515705_binding_6,0.488235,170,2,10,359,1496,1.9392261725923605
Dark,bHLH_1:16515456-16515705_non_binding_1883,0.488235,170,2,14,432,1740,2.0285641095349085
Dark,bHLH_1:16515456-16515705_reference_binding_2006,0.505882,170,2,13,520,2374,2.244046328849787
Dark,bHLH_1:16553511-16553760_non_binding_1645,0.447059,170,2,14,688,3106,2.184764313025984
Dark,bHLH_1:16553511-16553760_non_binding_753,0.429412,170,2,9,391,698,0.8779044991615497
Dark,bHLH_1:16553511-16553760_non_binding_868,0.441176,170,2,9,281,804,1.6086109323726556
Dark,bHLH_1:16553511-16553760_non_binding_980,0.423529,170,2,8,332,696,1.1414622483336796
Dark,bHLH_1:16553511-16553760_reference_binding_2543,0.447059,170,2,19,650,2566,1.9572592737404273
Dark,bHLH_1:16572885-16573134_non_binding_1744,0.388235,170,2,9,472,542,0.17055744813162055
Dark,bHLH_1:16572885-16573134_reference_binding_2906,0.388235,170,2,9,280,305,0.1145409720510226
Dark,bHLH_1:1659961-1660210_non_binding_744,0.288235,170,2,6,93,269,1.5851620505126411
Dark,bHLH_1:1659961-1660210_reference_binding_2536,0.294118,170,2,3,110,258,1.311827948841407
Dark,bHLH_1:16626152-16626401_non_binding_1803,0.447059,170,2,10,587,334,-0.6524096622331141
Dark,bHLH_1:16626152-16626401_non_binding_1948,0.464706,170,2,15,647,325,-1.0531229650031806
Dark,bHLH_1:16626152-16626401_reference_binding_2933,0.476471,170,2,11,336,186,-0.6190543568999554
Dark,bHLH_1:16661841-16662090_non_binding_1900,0.458824,170,2,2,30,51,0.8647909795203247
Dark,bHLH_1:16661841-16662090_reference_binding_2966,0.447059,170,2,9,257,374,0.45613771707610073
Dark,bHLH_1:16666395-16666644_binding_158,0.476471,170,2,8,283,897,1.8510445232324295
Dark,bHLH_1:16666395-16666644_binding_229,0.482353,170,2,5,276,757,1.5391278259813532
Dark,bHLH_1:16666395-16666644_reference_binding_2139,0.523529,170,2,7,251,1159,2.2523526625288444
Dark,bHLH_1:16678342-16678591_binding_1138,0.411765,170,2,7,292,357,0.2395506255499189
Dark,bHLH_1:16678342-16678591_reference_binding_2732,0.4,170,2,13,597,524,-0.1129889289745505
Dark,bHLH_1:16679121-16679370_non_binding_724,0.405882,170,2,9,494,345,-0.4143848326823915
Dark,bHLH_1:16679121-16679370_reference_binding_2522,0.405882,170,2,8,202,161,-0.4395301936166809
Dark,bHLH_1:1667917-1668166_binding_182,0.452941,170,2,7,371,435,0.16424346518061417
Dark,bHLH_1:1667917-1668166_reference_binding_2154,0.447059,170,2,8,399,700,1.0272412413854142
Dark,bHLH_1:16680132-16680381_binding_110,0.376471,170,2,19,856,559,-0.4169485025201177
Dark,bHLH_1:16680132-16680381_non_binding_672,0.388235,170,2,8,184,100,-0.9569659044425738
Dark,bHLH_1:16680132-16680381_non_binding_827,0.376471,170,2,12,592,280,-1.1528247188939544
Dark,bHLH_1:16680132-16680381_reference_binding_2100,0.382353,170,2,15,563,349,-0.4313113805649817
Dark,bHLH_1:16681339-16681588_binding_403,0.494118,170,2,27,1335,2173,0.6246844259311798
Dark,bHLH_1:16681339-16681588_reference_binding_2281,0.494118,170,2,27,1165,897,-0.39817420663200676
Dark,bHLH_1:16747699-16747948_non_binding_800,0.335294,170,2,15,526,481,-0.1492238138876496
Dark,bHLH_1:16747699-16747948_reference_binding_2576,0.335294,170,2,15,449,437,0.16804563149953503
Dark,bHLH_1:16760583-16760832_binding_1341,0.429412,170,2,7,320,216,-0.5119173131714241
Dark,bHLH_1:16760583-16760832_non_binding_1587,0.429412,170,2,11,397,237,-0.558474881516184
Dark,bHLH_1:16760583-16760832_reference_binding_2778,0.435294,170,2,8,272,179,-0.6429630538977091
Dark,bHLH_1:16799821-16800070_non_binding_1801,0.482353,170,2,8,450,191,-1.2426087250450681
Dark,bHLH_1:16799821-16800070_reference_binding_2932,0.476471,170,2,7,298,122,-1.144298203063634
Dark,bHLH_1:16805584-16805833_binding_473,0.323529,170,2,4,149,81,-0.6879528353094096
Dark,bHLH_1:16805584-16805833_reference_binding_2321,0.352941,170,2,6,226,161,-0.190546734554228
Dark,bHLH_1:16836888-16837137_binding_1009,0.382353,170,2,5,197,78,-1.3570416401126093
Dark,bHLH_1:16836888-16837137_reference_binding_2686,0.394118,170,2,10,582,365,-0.7307103120335121
Dark,bHLH_1:16885251-16885500_non_binding_1958,0.358824,170,2,13,424,318,-0.2054099240628185
Dark,bHLH_1:16885251-16885500_non_binding_629,0.341176,170,2,10,495,165,-1.35136768697328
Dark,bHLH_1:16885251-16885500_non_binding_985,0.341176,170,2,7,327,139,-1.1037908442865443
Dark,bHLH_1:16885251-16885500_reference_binding_2446,0.341176,170,2,12,554,281,-1.1047106098936024
Dark,bHLH_1:16917582-16917831_non_binding_675,0.358824,170,2,9,493,158,-1.3495364235549723
Dark,bHLH_1:16917582-16917831_reference_binding_2483,0.358824,170,2,5,408,112,-1.494948532580763
Dark,bHLH_1:1696867-1697116_binding_1120,0.288235,170,2,6,134,60,-1.3357267374833706
Dark,bHLH_1:1696867-1697116_binding_1216,0.282353,170,2,3,69,35,-0.8335684408213457
Dark,bHLH_1:1696867-1697116_reference_binding_2723,0.288235,170,2,6,266,98,-1.4354492942687034
Dark,bHLH_1:16973751-16974000_binding_41,0.423529,170,2,17,589,665,0.15613818542794447
Dark,bHLH_1:16973751-16974000_binding_49,0.429412,170,2,10,423,435,0.17997071891199762
Dark,bHLH_1:16973751-16974000_reference_binding_2039,0.429412,170,2,10,384,346,-0.23893953846158142
Dark,bHLH_1:16991292-16991541_binding_1106,0.364706,170,2,8,268,388,0.34668812851268
Dark,bHLH_1:16991292-16991541_binding_1130,0.376471,170,2,3,161,283,0.44732872450185257
Dark,bHLH_1:16991292-16991541_binding_1193,0.376471,170,2,12,501,680,0.24994310279976756
Dark,bHLH_1:16991292-16991541_binding_1230,0.376471,170,2,11,474,480,0.22398445338441905
Dark,bHLH_1:16991292-16991541_binding_1231,0.376471,170,2,10,418,578,0.3407008092832906
